dat	word
0000041f_nohash_0.wav	take
000003fc_nohash_0.wav	take
000003f0_nohash_0.wav	take
000003e0_nohash_0.wav	take
00000455_nohash_0.wav	take
0000042c_nohash_0.wav	take
00000446_nohash_0.wav	take
00000439_nohash_0.wav	take
00000478_nohash_0.wav	take
0000044b_nohash_0.wav	take
0000046f_nohash_0.wav	take
00000452_nohash_0.wav	take
00000464_nohash_0.wav	take
000003f1_nohash_0.wav	take
00000459_nohash_0.wav	take
0000040f_nohash_0.wav	take
0000046e_nohash_0.wav	take
000003e6_nohash_0.wav	take
0000044c_nohash_0.wav	take
00000431_nohash_0.wav	take
00000437_nohash_0.wav	take
00000461_nohash_0.wav	take
000003fe_nohash_0.wav	take
0000051b_nohash_0.wav	two
00000581_nohash_0.wav	two
00000495_nohash_0.wav	two
000004a4_nohash_0.wav	two
00000568_nohash_0.wav	two
000004a3_nohash_0.wav	two
00000518_nohash_0.wav	two
000004d8_nohash_0.wav	two
000004ef_nohash_0.wav	two
000004e1_nohash_0.wav	two
0000055e_nohash_0.wav	two
0000049e_nohash_0.wav	two
000004d7_nohash_0.wav	two
00000584_nohash_0.wav	two
0000055b_nohash_0.wav	two
00000589_nohash_0.wav	two
000004bc_nohash_0.wav	two
00000485_nohash_0.wav	two
000004a9_nohash_0.wav	two
00000506_nohash_0.wav	two
00000542_nohash_0.wav	two
000004e7_nohash_0.wav	two
00000528_nohash_0.wav	two
000004ba_nohash_0.wav	two
0000048c_nohash_0.wav	two
00000522_nohash_0.wav	two
0000055a_nohash_0.wav	two
000004b9_nohash_0.wav	two
000004f0_nohash_0.wav	two
0000053e_nohash_0.wav	two
000004cd_nohash_0.wav	two
00000537_nohash_0.wav	two
00000582_nohash_0.wav	two
00000501_nohash_0.wav	two
000004b3_nohash_0.wav	two
00000539_nohash_0.wav	two
00000569_nohash_0.wav	two
00000534_nohash_0.wav	two
00000559_nohash_0.wav	two
00000512_nohash_0.wav	two
00000480_nohash_0.wav	two
000004fa_nohash_0.wav	two
00000563_nohash_0.wav	two
000004ae_nohash_0.wav	two
00000554_nohash_0.wav	two
00000574_nohash_0.wav	two
0000047b_nohash_0.wav	two
00000548_nohash_0.wav	two
000004e5_nohash_0.wav	two
000004f6_nohash_0.wav	two
000004f4_nohash_0.wav	two
000004fe_nohash_0.wav	two
0000049b_nohash_0.wav	two
0000058c_nohash_0.wav	two
000004a5_nohash_0.wav	two
00000553_nohash_0.wav	two
00000609_nohash_0.wav	these
0000061e_nohash_0.wav	these
00000608_nohash_0.wav	these
000005e1_nohash_0.wav	these
0000062a_nohash_0.wav	these
00000601_nohash_0.wav	these
00000613_nohash_0.wav	these
000005c5_nohash_0.wav	these
0000059b_nohash_0.wav	these
00000599_nohash_0.wav	these
00000615_nohash_0.wav	these
00000627_nohash_0.wav	these
000005c8_nohash_0.wav	these
00000628_nohash_0.wav	these
000005e4_nohash_0.wav	these
000005c7_nohash_0.wav	these
000005ce_nohash_0.wav	these
00000625_nohash_0.wav	these
00000637_nohash_0.wav	these
000005f1_nohash_0.wav	these
000005ae_nohash_0.wav	these
000005bb_nohash_0.wav	these
000005e3_nohash_0.wav	these
00000598_nohash_0.wav	these
000005dc_nohash_0.wav	these
00000619_nohash_0.wav	these
000005ab_nohash_0.wav	these
0000062f_nohash_0.wav	these
00000626_nohash_0.wav	these
00000606_nohash_0.wav	these
000005b3_nohash_0.wav	these
000005d8_nohash_0.wav	these
0000061b_nohash_0.wav	these
00000612_nohash_0.wav	these
000005e9_nohash_0.wav	these
0000068d_nohash_0.wav	before
00000692_nohash_0.wav	before
000006b3_nohash_0.wav	before
000006a2_nohash_0.wav	before
00000642_nohash_0.wav	before
00000669_nohash_0.wav	before
000006a8_nohash_0.wav	before
000006c8_nohash_0.wav	before
00000665_nohash_0.wav	before
00000693_nohash_0.wav	before
00000657_nohash_0.wav	before
00000698_nohash_0.wav	before
00000681_nohash_0.wav	before
000006c5_nohash_0.wav	before
00000662_nohash_0.wav	before
00000641_nohash_0.wav	before
0000064a_nohash_0.wav	before
000006ce_nohash_0.wav	before
00000644_nohash_0.wav	before
00000650_nohash_0.wav	before
000006c7_nohash_0.wav	before
0000065d_nohash_0.wav	before
00000659_nohash_0.wav	before
000006cc_nohash_0.wav	before
00000687_nohash_0.wav	before
000006c3_nohash_0.wav	before
0000068e_nohash_0.wav	before
0000069f_nohash_0.wav	before
00000645_nohash_0.wav	before
000006af_nohash_0.wav	before
000009a9_nohash_0.wav	they
0000071b_nohash_0.wav	they
00000a75_nohash_0.wav	they
00000800_nohash_0.wav	they
000006d3_nohash_0.wav	they
000006f7_nohash_0.wav	they
000006fe_nohash_0.wav	they
000006fa_nohash_0.wav	they
000006ea_nohash_0.wav	they
000008e2_nohash_0.wav	they
00000928_nohash_0.wav	they
00000a0a_nohash_0.wav	they
000007f9_nohash_0.wav	they
00000a31_nohash_0.wav	they
000009e2_nohash_0.wav	they
000009ed_nohash_0.wav	they
00000883_nohash_0.wav	they
00000a57_nohash_0.wav	they
0000077a_nohash_0.wav	they
0000091d_nohash_0.wav	they
00000978_nohash_0.wav	they
00000a2d_nohash_0.wav	they
0000070f_nohash_0.wav	they
000009d1_nohash_0.wav	they
0000070a_nohash_0.wav	they
00000835_nohash_0.wav	they
00000756_nohash_0.wav	they
00000723_nohash_0.wav	they
00000905_nohash_0.wav	they
00000715_nohash_0.wav	they
00000a32_nohash_0.wav	they
00000810_nohash_0.wav	they
000007ee_nohash_0.wav	they
00000a91_nohash_0.wav	they
00000900_nohash_0.wav	they
00000796_nohash_0.wav	they
000009f2_nohash_0.wav	they
00000744_nohash_0.wav	they
000008c1_nohash_0.wav	they
00000804_nohash_0.wav	they
00000937_nohash_0.wav	they
00000995_nohash_0.wav	they
00000830_nohash_0.wav	they
0000080c_nohash_0.wav	they
00000a94_nohash_0.wav	they
000008bb_nohash_0.wav	they
000008cf_nohash_0.wav	they
00000955_nohash_0.wav	they
00000873_nohash_0.wav	they
00000712_nohash_0.wav	they
00000a53_nohash_0.wav	they
0000081d_nohash_0.wav	they
000009d7_nohash_0.wav	they
0000086a_nohash_0.wav	they
00000927_nohash_0.wav	they
00000a14_nohash_0.wav	they
00000772_nohash_0.wav	they
000008a3_nohash_0.wav	they
000009fe_nohash_0.wav	they
00000984_nohash_0.wav	they
00000801_nohash_0.wav	they
00000826_nohash_0.wav	they
0000070b_nohash_0.wav	they
0000089f_nohash_0.wav	they
00000a2e_nohash_0.wav	they
000008de_nohash_0.wav	they
00000934_nohash_0.wav	they
0000087a_nohash_0.wav	they
00000a77_nohash_0.wav	they
000008a5_nohash_0.wav	they
00000939_nohash_0.wav	they
00000988_nohash_0.wav	they
0000086f_nohash_0.wav	they
00000949_nohash_0.wav	they
00000961_nohash_0.wav	they
000007d8_nohash_0.wav	they
000006e8_nohash_0.wav	they
00000a10_nohash_0.wav	they
00000a62_nohash_0.wav	they
00000a0d_nohash_0.wav	they
0000075a_nohash_0.wav	they
000009f3_nohash_0.wav	they
00000769_nohash_0.wav	they
00000901_nohash_0.wav	they
00000983_nohash_0.wav	they
000007b9_nohash_0.wav	they
000009c6_nohash_0.wav	they
000009c8_nohash_0.wav	they
0000084e_nohash_0.wav	they
0000082a_nohash_0.wav	they
00000911_nohash_0.wav	they
00000780_nohash_0.wav	they
0000071f_nohash_0.wav	they
0000081f_nohash_0.wav	they
0000092d_nohash_0.wav	they
000006e5_nohash_0.wav	they
000008bd_nohash_0.wav	they
00000846_nohash_0.wav	they
00000885_nohash_0.wav	they
00000789_nohash_0.wav	they
0000091f_nohash_0.wav	they
000007d4_nohash_0.wav	they
00000a41_nohash_0.wav	they
00000a16_nohash_0.wav	they
0000098b_nohash_0.wav	they
00000896_nohash_0.wav	they
000009da_nohash_0.wav	they
00000760_nohash_0.wav	they
00000a4c_nohash_0.wav	they
000008ae_nohash_0.wav	they
00000732_nohash_0.wav	they
00000a2a_nohash_0.wav	they
0000097a_nohash_0.wav	they
0000080f_nohash_0.wav	they
00000860_nohash_0.wav	they
00000a61_nohash_0.wav	they
0000090d_nohash_0.wav	they
000009bd_nohash_0.wav	they
0000091c_nohash_0.wav	they
000007cc_nohash_0.wav	they
00000703_nohash_0.wav	they
000007e9_nohash_0.wav	they
000008fd_nohash_0.wav	they
000009a7_nohash_0.wav	they
00000785_nohash_0.wav	they
000008a6_nohash_0.wav	they
0000085f_nohash_0.wav	they
000007f3_nohash_0.wav	they
000008db_nohash_0.wav	they
000006f4_nohash_0.wav	they
000009a8_nohash_0.wav	they
00000a6e_nohash_0.wav	they
0000095b_nohash_0.wav	they
000007ef_nohash_0.wav	they
000008af_nohash_0.wav	they
0000073f_nohash_0.wav	they
00000754_nohash_0.wav	they
00000733_nohash_0.wav	they
0000092c_nohash_0.wav	they
0000081a_nohash_0.wav	they
00000818_nohash_0.wav	they
00000714_nohash_0.wav	they
000008a9_nohash_0.wav	they
000008c7_nohash_0.wav	they
000007de_nohash_0.wav	they
000007d2_nohash_0.wav	they
00000944_nohash_0.wav	they
000007ed_nohash_0.wav	they
000009d3_nohash_0.wav	they
00000a3d_nohash_0.wav	they
0000084a_nohash_0.wav	they
000007c5_nohash_0.wav	they
00000a8b_nohash_0.wav	they
00000845_nohash_0.wav	they
00000a26_nohash_0.wav	they
00000779_nohash_0.wav	they
00000904_nohash_0.wav	they
000007a4_nohash_0.wav	they
000008b7_nohash_0.wav	they
0000096b_nohash_0.wav	they
00000764_nohash_0.wav	they
00000753_nohash_0.wav	they
000009a5_nohash_0.wav	they
000007f8_nohash_0.wav	they
00000a0f_nohash_0.wav	they
000007f2_nohash_0.wav	they
00000963_nohash_0.wav	they
00000947_nohash_0.wav	they
00000975_nohash_0.wav	they
0000086c_nohash_0.wav	they
00000908_nohash_0.wav	they
000009a2_nohash_0.wav	they
000007b3_nohash_0.wav	they
000009c3_nohash_0.wav	they
00000a65_nohash_0.wav	they
000007dc_nohash_0.wav	they
000009b6_nohash_0.wav	they
00000a36_nohash_0.wav	they
00000859_nohash_0.wav	they
0000078e_nohash_0.wav	they
000009e5_nohash_0.wav	they
000007d5_nohash_0.wav	they
00000986_nohash_0.wav	they
00000a47_nohash_0.wav	they
00000a6f_nohash_0.wav	they
000008d4_nohash_0.wav	they
000008be_nohash_0.wav	they
000007b0_nohash_0.wav	they
00000791_nohash_0.wav	they
00000820_nohash_0.wav	they
00000a21_nohash_0.wav	they
000008d3_nohash_0.wav	they
00000979_nohash_0.wav	they
00000a23_nohash_0.wav	they
00000b0c_nohash_0.wav	see
00000a9b_nohash_0.wav	see
00000abd_nohash_0.wav	see
00000b10_nohash_0.wav	see
00000b20_nohash_0.wav	see
00000ae3_nohash_0.wav	see
00000af4_nohash_0.wav	see
00000af9_nohash_0.wav	see
00000a98_nohash_0.wav	see
00000b55_nohash_0.wav	see
00000af5_nohash_0.wav	see
00000ab9_nohash_0.wav	see
00000a9e_nohash_0.wav	see
00000b27_nohash_0.wav	see
00000b2c_nohash_0.wav	see
00000ace_nohash_0.wav	see
00000acf_nohash_0.wav	see
00000b07_nohash_0.wav	see
00000b61_nohash_0.wav	see
00000ab0_nohash_0.wav	see
00000b4b_nohash_0.wav	see
00000b59_nohash_0.wav	see
00000aca_nohash_0.wav	see
00000af1_nohash_0.wav	see
00000acb_nohash_0.wav	see
00000af2_nohash_0.wav	see
00000aee_nohash_0.wav	see
00000aa9_nohash_0.wav	see
00000b6a_nohash_0.wav	see
00000abe_nohash_0.wav	see
00000aa0_nohash_0.wav	see
00000ac3_nohash_0.wav	see
00000a9f_nohash_0.wav	see
00000b65_nohash_0.wav	see
00000b5e_nohash_0.wav	see
00000aa6_nohash_0.wav	see
00000b01_nohash_0.wav	see
00000af3_nohash_0.wav	see
00000b58_nohash_0.wav	see
00000b03_nohash_0.wav	see
00000b29_nohash_0.wav	see
00000b36_nohash_0.wav	see
00000b45_nohash_0.wav	see
00000b6c_nohash_0.wav	another
00000b86_nohash_0.wav	another
00000ba0_nohash_0.wav	another
00000b77_nohash_0.wav	another
00000b82_nohash_0.wav	another
00000bbc_nohash_0.wav	another
00000b81_nohash_0.wav	another
00000be5_nohash_0.wav	another
00000be1_nohash_0.wav	another
00000baa_nohash_0.wav	another
00000bcb_nohash_0.wav	another
00000b6e_nohash_0.wav	another
00000b7a_nohash_0.wav	another
00000b8e_nohash_0.wav	another
00000bd5_nohash_0.wav	another
00000b71_nohash_0.wav	another
00000bdf_nohash_0.wav	another
00000ba5_nohash_0.wav	another
00000bde_nohash_0.wav	another
00000bcf_nohash_0.wav	another
00000b92_nohash_0.wav	another
00000ba7_nohash_0.wav	another
00000bc6_nohash_0.wav	another
00000bc1_nohash_0.wav	another
00000bd7_nohash_0.wav	another
00000bab_nohash_0.wav	another
00000ceb_nohash_0.wav	with
00000d9d_nohash_0.wav	with
00000dc7_nohash_0.wav	with
00000d7c_nohash_0.wav	with
00000ddf_nohash_0.wav	with
00000fc7_nohash_0.wav	with
00000dbc_nohash_0.wav	with
00000cbc_nohash_0.wav	with
00000c11_nohash_0.wav	with
00000c61_nohash_0.wav	with
00000cd5_nohash_0.wav	with
00000cd0_nohash_0.wav	with
00000e26_nohash_0.wav	with
00000e1d_nohash_0.wav	with
00000ebc_nohash_0.wav	with
00000df9_nohash_0.wav	with
00000fb6_nohash_0.wav	with
00000c8c_nohash_0.wav	with
00000ecc_nohash_0.wav	with
00000fd2_nohash_0.wav	with
00000e4d_nohash_0.wav	with
00000cac_nohash_0.wav	with
00000c0f_nohash_0.wav	with
00000ce1_nohash_0.wav	with
00000c01_nohash_0.wav	with
00000d85_nohash_0.wav	with
00000e02_nohash_0.wav	with
00000d3f_nohash_0.wav	with
00000de6_nohash_0.wav	with
00000cea_nohash_0.wav	with
00000daf_nohash_0.wav	with
00000fa9_nohash_0.wav	with
00000c94_nohash_0.wav	with
00000da8_nohash_0.wav	with
00000d42_nohash_0.wav	with
00000ef4_nohash_0.wav	with
00000d8f_nohash_0.wav	with
00000de4_nohash_0.wav	with
00000df7_nohash_0.wav	with
00000ea8_nohash_0.wav	with
00000dcf_nohash_0.wav	with
00000f50_nohash_0.wav	with
00000f94_nohash_0.wav	with
00000df4_nohash_0.wav	with
00000c6f_nohash_0.wav	with
00000c7b_nohash_0.wav	with
00000fcb_nohash_0.wav	with
00000e87_nohash_0.wav	with
00000d34_nohash_0.wav	with
00000cab_nohash_0.wav	with
00000e9c_nohash_0.wav	with
00000e71_nohash_0.wav	with
00000d54_nohash_0.wav	with
00000ddc_nohash_0.wav	with
00000f09_nohash_0.wav	with
00000fd4_nohash_0.wav	with
00000fd9_nohash_0.wav	with
00000ea7_nohash_0.wav	with
00000fbe_nohash_0.wav	with
00000f46_nohash_0.wav	with
00000ec3_nohash_0.wav	with
00000c2d_nohash_0.wav	with
00000fbd_nohash_0.wav	with
00000d2c_nohash_0.wav	with
00000c96_nohash_0.wav	with
00000e52_nohash_0.wav	with
00000dc9_nohash_0.wav	with
00000cb3_nohash_0.wav	with
00000e6f_nohash_0.wav	with
00000c81_nohash_0.wav	with
00000de7_nohash_0.wav	with
00000e8b_nohash_0.wav	with
00000c69_nohash_0.wav	with
00000f27_nohash_0.wav	with
00000d8a_nohash_0.wav	with
00000c85_nohash_0.wav	with
00000e90_nohash_0.wav	with
00000f12_nohash_0.wav	with
00000d17_nohash_0.wav	with
00000eb4_nohash_0.wav	with
00000f3e_nohash_0.wav	with
00000fb4_nohash_0.wav	with
00000d06_nohash_0.wav	with
00000e45_nohash_0.wav	with
00000f51_nohash_0.wav	with
00000f82_nohash_0.wav	with
00000beb_nohash_0.wav	with
00000ea6_nohash_0.wav	with
00000d44_nohash_0.wav	with
00000dec_nohash_0.wav	with
00000e3e_nohash_0.wav	with
00000f4e_nohash_0.wav	with
00000cdf_nohash_0.wav	with
00000ed4_nohash_0.wav	with
00000e79_nohash_0.wav	with
00000c62_nohash_0.wav	with
00000e7a_nohash_0.wav	with
00000c80_nohash_0.wav	with
00000c17_nohash_0.wav	with
00000c4b_nohash_0.wav	with
00000def_nohash_0.wav	with
00000ec0_nohash_0.wav	with
00000c5f_nohash_0.wav	with
00000c09_nohash_0.wav	with
00000f9c_nohash_0.wav	with
00000f20_nohash_0.wav	with
00000ed9_nohash_0.wav	with
00000d43_nohash_0.wav	with
00000e64_nohash_0.wav	with
00000e7b_nohash_0.wav	with
00000e16_nohash_0.wav	with
00000ea3_nohash_0.wav	with
00000d08_nohash_0.wav	with
00000ce9_nohash_0.wav	with
00000daa_nohash_0.wav	with
00000e05_nohash_0.wav	with
00000dc1_nohash_0.wav	with
00000c7e_nohash_0.wav	with
00000da3_nohash_0.wav	with
00000ebb_nohash_0.wav	with
00000c47_nohash_0.wav	with
00000da6_nohash_0.wav	with
00000e76_nohash_0.wav	with
00000cc5_nohash_0.wav	with
00000c84_nohash_0.wav	with
00000c39_nohash_0.wav	with
00000d68_nohash_0.wav	with
00000d00_nohash_0.wav	with
00000fab_nohash_0.wav	with
00000e89_nohash_0.wav	with
00000c00_nohash_0.wav	with
00000fb3_nohash_0.wav	with
00000e86_nohash_0.wav	with
00000d3d_nohash_0.wav	with
00000e24_nohash_0.wav	with
00000e33_nohash_0.wav	with
00000c29_nohash_0.wav	with
00000e91_nohash_0.wav	with
00000d26_nohash_0.wav	with
00000f4c_nohash_0.wav	with
00000c03_nohash_0.wav	with
00000e23_nohash_0.wav	with
00000d10_nohash_0.wav	with
00000e78_nohash_0.wav	with
00000cde_nohash_0.wav	with
00000dfb_nohash_0.wav	with
00000edd_nohash_0.wav	with
00000e8d_nohash_0.wav	with
00000f6c_nohash_0.wav	with
00000efb_nohash_0.wav	with
00000dc3_nohash_0.wav	with
00000c2b_nohash_0.wav	with
00000e08_nohash_0.wav	with
00000e43_nohash_0.wav	with
00000d03_nohash_0.wav	with
00000d0f_nohash_0.wav	with
00000cb6_nohash_0.wav	with
00000de0_nohash_0.wav	with
00000e58_nohash_0.wav	with
00000e5a_nohash_0.wav	with
00000c26_nohash_0.wav	with
00000e9b_nohash_0.wav	with
00000d50_nohash_0.wav	with
00000eaa_nohash_0.wav	with
00000ea1_nohash_0.wav	with
00000e01_nohash_0.wav	with
00000f07_nohash_0.wav	with
00000fc4_nohash_0.wav	with
00000f76_nohash_0.wav	with
00000d92_nohash_0.wav	with
00000d97_nohash_0.wav	with
00000e1c_nohash_0.wav	with
00000e29_nohash_0.wav	with
00000fb1_nohash_0.wav	with
00000c40_nohash_0.wav	with
00000f6f_nohash_0.wav	with
00000f93_nohash_0.wav	with
00000ec1_nohash_0.wav	with
00000dd8_nohash_0.wav	with
00000e31_nohash_0.wav	with
00000d2f_nohash_0.wav	with
00000df6_nohash_0.wav	with
00000c1b_nohash_0.wav	with
00000c28_nohash_0.wav	with
00000d67_nohash_0.wav	with
00000de5_nohash_0.wav	with
00000eed_nohash_0.wav	with
00000cc0_nohash_0.wav	with
00000e5e_nohash_0.wav	with
00000ebe_nohash_0.wav	with
00000dfa_nohash_0.wav	with
00000f42_nohash_0.wav	with
00000d2d_nohash_0.wav	with
00000ec9_nohash_0.wav	with
00000c55_nohash_0.wav	with
00000d56_nohash_0.wav	with
00000f31_nohash_0.wav	with
00000d46_nohash_0.wav	with
00000d87_nohash_0.wav	with
00000cf7_nohash_0.wav	with
00000c82_nohash_0.wav	with
00000d1b_nohash_0.wav	with
00000f80_nohash_0.wav	with
0000102b_nohash_0.wav	me
00001080_nohash_0.wav	me
0000101c_nohash_0.wav	me
00001088_nohash_0.wav	me
0000108a_nohash_0.wav	me
0000107e_nohash_0.wav	me
00001048_nohash_0.wav	me
00000ff6_nohash_0.wav	me
0000103d_nohash_0.wav	me
0000104c_nohash_0.wav	me
00001086_nohash_0.wav	me
00001041_nohash_0.wav	me
00001087_nohash_0.wav	me
0000102f_nohash_0.wav	me
00001051_nohash_0.wav	me
00001018_nohash_0.wav	me
0000106c_nohash_0.wav	me
00001009_nohash_0.wav	me
00000ffa_nohash_0.wav	me
0000101f_nohash_0.wav	me
00001079_nohash_0.wav	me
0000102e_nohash_0.wav	me
00001063_nohash_0.wav	me
00001012_nohash_0.wav	me
00000fe7_nohash_0.wav	me
00000fe2_nohash_0.wav	me
00001017_nohash_0.wav	me
00001047_nohash_0.wav	me
00001033_nohash_0.wav	me
00000fef_nohash_0.wav	me
0000100c_nohash_0.wav	me
00000ffc_nohash_0.wav	me
00000ff3_nohash_0.wav	me
00001034_nohash_0.wav	me
00001026_nohash_0.wav	me
00001068_nohash_0.wav	me
000016f9_nohash_0.wav	it
000013ec_nohash_0.wav	it
00001688_nohash_0.wav	it
0000149c_nohash_0.wav	it
00001299_nohash_0.wav	it
000016bc_nohash_0.wav	it
000015fe_nohash_0.wav	it
0000153a_nohash_0.wav	it
00001537_nohash_0.wav	it
00001394_nohash_0.wav	it
000012a3_nohash_0.wav	it
000011ca_nohash_0.wav	it
000012b9_nohash_0.wav	it
000014c1_nohash_0.wav	it
0000127d_nohash_0.wav	it
0000150d_nohash_0.wav	it
0000173a_nohash_0.wav	it
0000134f_nohash_0.wav	it
00001244_nohash_0.wav	it
000010fe_nohash_0.wav	it
000013ab_nohash_0.wav	it
0000132e_nohash_0.wav	it
0000160a_nohash_0.wav	it
00001092_nohash_0.wav	it
00001359_nohash_0.wav	it
0000146c_nohash_0.wav	it
